rank,title,artist,genre,weeks_on_chart,date
69,Tití Me Preguntó,Bad Bunny,Latin,8,2025-05-28
70,Kill Bill,SZA,R&B/Soul,4,2025-05-28
71,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,1,2025-05-28
72,El Apagón,Bad Bunny,Latin,6,2025-05-28
73,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,4,2025-05-28
74,Late Night Talking,Harry Styles,Pop,1,2025-05-28
75,Congratulations,Post Malone ft. Quavo,Pop,6,2025-05-28
76,You Proof,Morgan Wallen,Country,7,2025-05-28
77,Running Up That Hill,Kate Bush,Rock,6,2025-05-28
78,Kill Bill,SZA,R&B/Soul,7,2025-05-28
79,About Damn Time,Lizzo,Pop,2,2025-05-28
80,Flowers,Miley Cyrus,Pop,1,2025-05-28
81,Hold On,Justin Bieber,Pop,4,2025-05-28
82,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,8,2025-05-28
83,Rich Flex,Drake & 21 Savage,R&B/Soul,2,2025-05-28
84,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,2,2025-05-28
85,Last Night,Morgan Wallen,Country,3,2025-05-28
86,Vampire,Olivia Rodrigo,Pop,8,2025-05-28
87,Seven Nation Army,The White Stripes,Rock,1,2025-05-28
88,Wild as Her,Corey Kent,Country,7,2025-05-28
89,Seven Nation Army,The White Stripes,Rock,5,2025-05-28
90,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2025-05-28
91,Después de la Playa,Bad Bunny,Latin,6,2025-05-28
92,Vampire,Olivia Rodrigo,Pop,7,2025-05-28
93,La Corriente,Bad Bunny & Tony Dize,Latin,2,2025-05-28
94,ETA,NewJeans,K-Pop,3,2025-05-28
95,The Box,Roddy Ricch,Hip-Hop/Rap,2,2025-05-28
96,Pink Venom,BLACKPINK,K-Pop,5,2025-05-28
97,The Box,Roddy Ricch,Hip-Hop/Rap,4,2025-05-28
98,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,6,2025-05-28
99,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-05-28
100,God's Plan,Drake,Hip-Hop/Rap,7,2025-05-28
1,El Apagón,Bad Bunny,Latin,23,2025-06-04
2,Thought You Should Know,Morgan Wallen,Country,12,2025-06-04
3,Break My Heart,Dua Lipa,Electronic/Dance,23,2025-06-04
4,Rich Flex,Drake & 21 Savage,R&B/Soul,12,2025-06-04
5,I Fall Apart,Post Malone,Alternative,25,2025-06-04
6,Til You Can't,Cody Johnson,Country,17,2025-06-04
7,Good Days,SZA,R&B/Soul,9,2025-06-04
8,OMG,NewJeans,K-Pop,24,2025-06-04
9,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,11,2025-06-04
10,As It Was,Harry Styles,Pop,24,2025-06-04
11,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,11,2025-06-04
12,Andrea,Bad Bunny & Buscabulla,Latin,14,2025-06-04
13,Shut Down,BLACKPINK,K-Pop,10,2025-06-04
14,El Apagón,Bad Bunny,Latin,4,2025-06-04
15,Kill Bill,SZA,R&B/Soul,13,2025-06-04
16,Rich Flex,Drake & 21 Savage,R&B/Soul,6,2025-06-04
17,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,10,2025-06-04
18,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,13,2025-06-04
19,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,11,2025-06-04
20,Kill Bill,SZA,R&B/Soul,15,2025-06-04
21,About Damn Time,Lizzo,Pop,10,2025-06-04
22,Savage,Megan Thee Stallion,Hip-Hop/Rap,4,2025-06-04
23,Break My Heart,Dua Lipa,Electronic/Dance,6,2025-06-04
24,Andrea,Bad Bunny & Buscabulla,Latin,3,2025-06-04
25,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-06-04
26,Essence,WizKid ft. Tems,R&B/Soul,7,2025-06-04
27,Die For You,The Weeknd,R&B/Soul,6,2025-06-04
28,Anti-Hero,Taylor Swift,Pop,15,2025-06-04
29,New Jeans,NewJeans,K-Pop,13,2025-06-04
30,Late Night Talking,Harry Styles,Pop,14,2025-06-04
31,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,5,2025-06-04
32,About Damn Time,Lizzo,Pop,8,2025-06-04
33,If I Was a Cowboy,Miranda Lambert,Country,10,2025-06-04
34,Smells Like Teen Spirit,Nirvana,Rock,12,2025-06-04
35,Sunflower,Post Malone & Swae Lee,Pop,11,2025-06-04
36,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,11,2025-06-04
37,Hold On,Justin Bieber,Pop,8,2025-06-04
38,Smells Like Teen Spirit,Nirvana,Rock,5,2025-06-04
39,Don't Start Now,Dua Lipa,Electronic/Dance,6,2025-06-04
40,In Da Club,50 Cent,Hip-Hop/Rap,11,2025-06-04
41,She Had Me At Heads Carolina,Cole Swindell,Country,15,2025-06-04
42,Sunflower,Post Malone & Swae Lee,Pop,10,2025-06-04
43,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,4,2025-06-04
44,"Going, Going, Gone",Luke Combs,Country,6,2025-06-04
45,Essence,WizKid ft. Tems,R&B/Soul,12,2025-06-04
46,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,4,2025-06-04
47,Moscow Mule,Bad Bunny,Latin,12,2025-06-04
48,Ditto,NewJeans,K-Pop,15,2025-06-04
49,Die For You,The Weeknd,R&B/Soul,7,2025-06-04
50,Moscow Mule,Bad Bunny,Latin,13,2025-06-04
51,Running Up That Hill,Kate Bush,Rock,3,2025-06-04
52,Flowers,Miley Cyrus,Pop,1,2025-06-04
53,Creep,Radiohead,Rock,5,2025-06-04
54,Running Up That Hill,Kate Bush,Rock,4,2025-06-04
55,Levitating,Dua Lipa,Electronic/Dance,2,2025-06-04
56,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,3,2025-06-04
57,Last Night,Morgan Wallen,Country,3,2025-06-04
58,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2025-06-04
59,Sunflower,Post Malone & Swae Lee,Pop,4,2025-06-04
60,Break My Soul,Beyoncé,Pop,5,2025-06-04
61,Wonderwall,Oasis,Rock,1,2025-06-04
62,Break My Soul,Beyoncé,Pop,6,2025-06-04
63,As It Was,Harry Styles,Pop,5,2025-06-04
64,Calm Down,Rema & Selena Gomez,R&B/Soul,8,2025-06-04
65,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,1,2025-06-04
66,You Proof,Morgan Wallen,Country,8,2025-06-04
67,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,8,2025-06-04
68,Congratulations,Post Malone ft. Quavo,Pop,1,2025-06-04
69,Efecto,Bad Bunny,Latin,1,2025-06-04
70,Better Now,Post Malone,Alternative,8,2025-06-04
71,"Going, Going, Gone",Luke Combs,Country,5,2025-06-04
72,Butter,BTS,K-Pop,5,2025-06-04
73,Dynamite,BTS,K-Pop,5,2025-06-04
74,Savage,Megan Thee Stallion,Hip-Hop/Rap,6,2025-06-04
75,Hold On,Justin Bieber,Pop,1,2025-06-04
76,Thought You Should Know,Morgan Wallen,Country,5,2025-06-04
77,You Proof,Morgan Wallen,Country,8,2025-06-04
78,The Kind of Love We Make,Luke Combs,Country,2,2025-06-04
79,The Box,Roddy Ricch,Hip-Hop/Rap,5,2025-06-04
80,CUFF IT,Beyoncé,R&B/Soul,6,2025-06-04
81,Deja Vu,Post Malone,Alternative,5,2025-06-04
82,Unholy,Sam Smith & Kim Petras,Pop,3,2025-06-04
83,Flowers,Miley Cyrus,Pop,5,2025-06-04
84,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,3,2025-06-04
85,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,4,2025-06-04
86,Butter,BTS,K-Pop,2,2025-06-04
87,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,1,2025-06-04
88,Hold On,Justin Bieber,Pop,7,2025-06-04
89,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,6,2025-06-04
90,Congratulations,Post Malone ft. Quavo,Pop,7,2025-06-04
91,The Kind of Love We Make,Luke Combs,Country,2,2025-06-04
92,Wonderwall,Oasis,Rock,5,2025-06-04
93,White Iverson,Post Malone,Alternative,4,2025-06-04
94,Go Flex,Post Malone,Alternative,5,2025-06-04
95,Super Shy,NewJeans,K-Pop,8,2025-06-04
96,Pink Venom,BLACKPINK,K-Pop,8,2025-06-04
97,Moscow Mule,Bad Bunny,Latin,1,2025-06-04
98,Shut Down,BLACKPINK,K-Pop,4,2025-06-04
99,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,7,2025-06-04
100,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,5,2025-06-04
1,Hold On,Justin Bieber,Pop,13,2025-06-11
2,Savage,Megan Thee Stallion,Hip-Hop/Rap,8,2025-06-11
3,Break My Heart,Dua Lipa,Electronic/Dance,18,2025-06-11
4,As It Was,Harry Styles,Pop,15,2025-06-11
5,Mood,24kGoldn ft. Iann Dior,Hip-Hop/Rap,8,2025-06-11
6,Hold On,Justin Bieber,Pop,9,2025-06-11
7,About Damn Time,Lizzo,Pop,14,2025-06-11
8,The Box,Roddy Ricch,Hip-Hop/Rap,20,2025-06-11
9,The Kind of Love We Make,Luke Combs,Country,18,2025-06-11
10,Essence,WizKid ft. Tems,R&B/Soul,10,2025-06-11
11,OMG,NewJeans,K-Pop,3,2025-06-11
12,Circles,Post Malone,Alternative,9,2025-06-11
13,Essence,WizKid ft. Tems,R&B/Soul,4,2025-06-11
14,Circles,Post Malone,Alternative,7,2025-06-11
15,Circles,Post Malone,Alternative,8,2025-06-11
16,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,10,2025-06-11
17,Después de la Playa,Bad Bunny,Latin,10,2025-06-11
18,Break My Soul,Beyoncé,Pop,6,2025-06-11
19,Party,Bad Bunny & Rauw Alejandro,Latin,6,2025-06-11
20,Butter,BTS,K-Pop,12,2025-06-11
21,Congratulations,Post Malone ft. Quavo,Pop,9,2025-06-11
22,You Proof,Morgan Wallen,Country,6,2025-06-11
23,White Iverson,Post Malone,Alternative,3,2025-06-11
24,Sunflower,Post Malone & Swae Lee,Pop,5,2025-06-11
25,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,15,2025-06-11
26,Thought You Should Know,Morgan Wallen,Country,7,2025-06-11
27,Wild as Her,Corey Kent,Country,15,2025-06-11
28,Congratulations,Post Malone ft. Quavo,Pop,5,2025-06-11
29,Essence,WizKid ft. Tems,R&B/Soul,6,2025-06-11
30,God's Plan,Drake,Hip-Hop/Rap,5,2025-06-11
31,Blinding Lights,The Weeknd,Alternative,15,2025-06-11
32,Essence,WizKid ft. Tems,R&B/Soul,15,2025-06-11
33,Die For You,The Weeknd,R&B/Soul,3,2025-06-11
34,Til You Can't,Cody Johnson,Country,14,2025-06-11
35,Andrea,Bad Bunny & Buscabulla,Latin,4,2025-06-11
36,Hold Me Closer,Elton John & Britney Spears,Pop,12,2025-06-11
37,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,15,2025-06-11
38,Wild as Her,Corey Kent,Country,3,2025-06-11
39,Vampire,Olivia Rodrigo,Pop,10,2025-06-11
40,Super Shy,NewJeans,K-Pop,8,2025-06-11
41,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,11,2025-06-11
42,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,11,2025-06-11
43,She Had Me At Heads Carolina,Cole Swindell,Country,8,2025-06-11
44,Tití Me Preguntó,Bad Bunny,Latin,9,2025-06-11
45,Bohemian Rhapsody,Queen,Rock,15,2025-06-11
46,Good Days,SZA,R&B/Soul,14,2025-06-11
47,Unholy,Sam Smith & Kim Petras,Pop,5,2025-06-11
48,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,14,2025-06-11
49,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,15,2025-06-11
50,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,6,2025-06-11
51,Go Flex,Post Malone,Alternative,2,2025-06-11
52,If I Was a Cowboy,Miranda Lambert,Country,6,2025-06-11
53,About Damn Time,Lizzo,Pop,7,2025-06-11
54,Wonderwall,Oasis,Rock,8,2025-06-11
55,Creep,Radiohead,Rock,5,2025-06-11
56,Go Flex,Post Malone,Alternative,1,2025-06-11
57,About Damn Time,Lizzo,Pop,8,2025-06-11
58,Break My Heart,Dua Lipa,Electronic/Dance,2,2025-06-11
59,Andrea,Bad Bunny & Buscabulla,Latin,7,2025-06-11
60,Break My Heart,Dua Lipa,Electronic/Dance,8,2025-06-11
61,Pink Venom,BLACKPINK,K-Pop,3,2025-06-11
62,Seven Nation Army,The White Stripes,Rock,3,2025-06-11
63,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,1,2025-06-11
64,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,1,2025-06-11
65,Rich Flex,Drake & 21 Savage,R&B/Soul,8,2025-06-11
66,New Jeans,NewJeans,K-Pop,3,2025-06-11
67,Last Night,Morgan Wallen,Country,3,2025-06-11
68,Circles,Post Malone,Alternative,8,2025-06-11
69,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,3,2025-06-11
70,Rich Flex,Drake & 21 Savage,R&B/Soul,6,2025-06-11
71,Ditto,NewJeans,K-Pop,2,2025-06-11
72,Después de la Playa,Bad Bunny,Latin,8,2025-06-11
73,Good Days,SZA,R&B/Soul,3,2025-06-11
74,Hold On,Justin Bieber,Pop,7,2025-06-11
75,Til You Can't,Cody Johnson,Country,1,2025-06-11
76,Essence,WizKid ft. Tems,R&B/Soul,4,2025-06-11
77,Hold On,Justin Bieber,Pop,3,2025-06-11
78,Die For You,The Weeknd,R&B/Soul,4,2025-06-11
79,Thought You Should Know,Morgan Wallen,Country,3,2025-06-11
80,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,8,2025-06-11
81,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,1,2025-06-11
82,Til You Can't,Cody Johnson,Country,2,2025-06-11
83,The Box,Roddy Ricch,Hip-Hop/Rap,4,2025-06-11
84,God's Plan,Drake,Hip-Hop/Rap,5,2025-06-11
85,Levitating,Dua Lipa,Electronic/Dance,4,2025-06-11
86,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,2,2025-06-11
87,Wild as Her,Corey Kent,Country,1,2025-06-11
88,Kill Bill,SZA,R&B/Soul,6,2025-06-11
89,Shut Down,BLACKPINK,K-Pop,1,2025-06-11
90,Die For You,The Weeknd,R&B/Soul,1,2025-06-11
91,New Rules,Dua Lipa,Electronic/Dance,3,2025-06-11
92,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,4,2025-06-11
93,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,8,2025-06-11
94,El Apagón,Bad Bunny,Latin,5,2025-06-11
95,Wonderwall,Oasis,Rock,2,2025-06-11
96,Creep,Radiohead,Rock,1,2025-06-11
97,Dynamite,BTS,K-Pop,1,2025-06-11
98,You Proof,Morgan Wallen,Country,8,2025-06-11
99,Die For You,The Weeknd,R&B/Soul,8,2025-06-11
100,Break My Soul,Beyoncé,Pop,6,2025-06-11
1,Better Now,Post Malone,Alternative,19,2025-06-18
2,Go Flex,Post Malone,Alternative,24,2025-06-18
3,Better Now,Post Malone,Alternative,20,2025-06-18
4,Rich Flex,Drake & 21 Savage,R&B/Soul,19,2025-06-18
5,Good Days,SZA,R&B/Soul,24,2025-06-18
6,Last Night,Morgan Wallen,Country,8,2025-06-18
7,Anti-Hero,Taylor Swift,Pop,18,2025-06-18
8,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,10,2025-06-18
9,OMG,NewJeans,K-Pop,11,2025-06-18
10,Levitating,Dua Lipa,Electronic/Dance,9,2025-06-18
11,About Damn Time,Lizzo,Pop,12,2025-06-18
12,Flowers,Miley Cyrus,Pop,9,2025-06-18
13,Anti-Hero,Taylor Swift,Pop,3,2025-06-18
14,Til You Can't,Cody Johnson,Country,12,2025-06-18
15,Vampire,Olivia Rodrigo,Pop,15,2025-06-18
16,Thought You Should Know,Morgan Wallen,Country,8,2025-06-18
17,Super Shy,NewJeans,K-Pop,12,2025-06-18
18,IDGAF,Dua Lipa,Electronic/Dance,8,2025-06-18
19,Break My Heart,Dua Lipa,Electronic/Dance,10,2025-06-18
20,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,9,2025-06-18
21,If I Was a Cowboy,Miranda Lambert,Country,11,2025-06-18
22,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,6,2025-06-18
23,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,3,2025-06-18
24,Deja Vu,Post Malone,Alternative,13,2025-06-18
25,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,12,2025-06-18
26,Congratulations,Post Malone ft. Quavo,Pop,4,2025-06-18
27,The Box,Roddy Ricch,Hip-Hop/Rap,5,2025-06-18
28,You Proof,Morgan Wallen,Country,12,2025-06-18
29,As It Was,Harry Styles,Pop,9,2025-06-18
30,Party,Bad Bunny & Rauw Alejandro,Latin,14,2025-06-18
31,Dynamite,BTS,K-Pop,13,2025-06-18
32,White Iverson,Post Malone,Alternative,10,2025-06-18
33,Til You Can't,Cody Johnson,Country,11,2025-06-18
34,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,11,2025-06-18
35,Sunflower,Post Malone & Swae Lee,Pop,9,2025-06-18
36,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-06-18
37,Break My Soul,Beyoncé,Pop,6,2025-06-18
38,Savage,Megan Thee Stallion,Hip-Hop/Rap,9,2025-06-18
39,Lift Me Up,Rihanna,R&B/Soul,3,2025-06-18
40,In Da Club,50 Cent,Hip-Hop/Rap,6,2025-06-18
41,IDGAF,Dua Lipa,Electronic/Dance,3,2025-06-18
42,CUFF IT,Beyoncé,R&B/Soul,3,2025-06-18
43,Anti-Hero,Taylor Swift,Pop,13,2025-06-18
44,"Going, Going, Gone",Luke Combs,Country,4,2025-06-18
45,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,4,2025-06-18
46,"Going, Going, Gone",Luke Combs,Country,6,2025-06-18
47,CUFF IT,Beyoncé,R&B/Soul,5,2025-06-18
48,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,3,2025-06-18
49,Dynamite,BTS,K-Pop,7,2025-06-18
50,If I Was a Cowboy,Miranda Lambert,Country,9,2025-06-18
51,Seven Nation Army,The White Stripes,Rock,5,2025-06-18
52,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,5,2025-06-18
53,Til You Can't,Cody Johnson,Country,2,2025-06-18
54,About Damn Time,Lizzo,Pop,2,2025-06-18
55,Tití Me Preguntó,Bad Bunny,Latin,3,2025-06-18
56,Break My Soul,Beyoncé,Pop,8,2025-06-18
57,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,2,2025-06-18
58,El Apagón,Bad Bunny,Latin,7,2025-06-18
59,Blinding Lights,The Weeknd,Alternative,4,2025-06-18
60,Last Night,Morgan Wallen,Country,3,2025-06-18
61,Sweet Child O' Mine,Guns N' Roses,Rock,5,2025-06-18
62,Break My Soul,Beyoncé,Pop,3,2025-06-18
63,Calm Down,Rema & Selena Gomez,R&B/Soul,4,2025-06-18
64,She Had Me At Heads Carolina,Cole Swindell,Country,6,2025-06-18
65,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,2,2025-06-18
66,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2025-06-18
67,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,1,2025-06-18
68,Smells Like Teen Spirit,Nirvana,Rock,4,2025-06-18
69,Creepin',"Metro Boomin, The Weeknd, 21 Savage",R&B/Soul,5,2025-06-18
70,Cold Heart,Elton John & Dua Lipa,Electronic/Dance,8,2025-06-18
71,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,4,2025-06-18
72,Last Night,Morgan Wallen,Country,3,2025-06-18
73,Good Days,SZA,R&B/Soul,4,2025-06-18
74,Calm Down,Rema & Selena Gomez,R&B/Soul,8,2025-06-18
75,Running Up That Hill,Kate Bush,Rock,1,2025-06-18
76,Pink Venom,BLACKPINK,K-Pop,8,2025-06-18
77,Ditto,NewJeans,K-Pop,4,2025-06-18
78,Late Night Talking,Harry Styles,Pop,1,2025-06-18
79,CUFF IT,Beyoncé,R&B/Soul,4,2025-06-18
80,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,8,2025-06-18
81,Efecto,Bad Bunny,Latin,8,2025-06-18
82,Go Flex,Post Malone,Alternative,5,2025-06-18
83,Kill Bill,SZA,R&B/Soul,1,2025-06-18
84,Wild as Her,Corey Kent,Country,1,2025-06-18
85,You Proof,Morgan Wallen,Country,5,2025-06-18
86,The Box,Roddy Ricch,Hip-Hop/Rap,5,2025-06-18
87,La Corriente,Bad Bunny & Tony Dize,Latin,7,2025-06-18
88,Break My Soul,Beyoncé,Pop,2,2025-06-18
89,The Kind of Love We Make,Luke Combs,Country,5,2025-06-18
90,Zombie,The Cranberries,Rock,1,2025-06-18
91,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-06-18
92,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,2,2025-06-18
93,Ditto,NewJeans,K-Pop,1,2025-06-18
94,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,6,2025-06-18
95,Flowers,Miley Cyrus,Pop,7,2025-06-18
96,Vampire,Olivia Rodrigo,Pop,3,2025-06-18
97,Smells Like Teen Spirit,Nirvana,Rock,2,2025-06-18
98,Smells Like Teen Spirit,Nirvana,Rock,6,2025-06-18
99,Physical,Dua Lipa,Electronic/Dance,8,2025-06-18
100,Smells Like Teen Spirit,Nirvana,Rock,5,2025-06-18
1,Andrea,Bad Bunny & Buscabulla,Latin,11,2025-06-25
2,Anti-Hero,Taylor Swift,Pop,10,2025-06-25
3,Physical,Dua Lipa,Electronic/Dance,10,2025-06-25
4,Break My Heart,Dua Lipa,Electronic/Dance,15,2025-06-25
5,Calm Down,Rema & Selena Gomez,R&B/Soul,17,2025-06-25
6,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,8,2025-06-25
7,Break My Soul,Beyoncé,Pop,17,2025-06-25
8,New Jeans,NewJeans,K-Pop,14,2025-06-25
9,Kill Bill,SZA,R&B/Soul,11,2025-06-25
10,Unholy,Sam Smith & Kim Petras,Pop,11,2025-06-25
11,Savage,Megan Thee Stallion,Hip-Hop/Rap,3,2025-06-25
12,Blinding Lights,The Weeknd,Alternative,9,2025-06-25
13,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,15,2025-06-25
14,Wild as Her,Corey Kent,Country,3,2025-06-25
15,"Going, Going, Gone",Luke Combs,Country,5,2025-06-25
16,We Found Love,Rihanna ft. Calvin Harris,Electronic/Dance,13,2025-06-25
17,Zombie,The Cranberries,Rock,5,2025-06-25
18,Pink Venom,BLACKPINK,K-Pop,5,2025-06-25
19,Deja Vu,Post Malone,Alternative,5,2025-06-25
20,Shut Down,BLACKPINK,K-Pop,6,2025-06-25
21,Moscow Mule,Bad Bunny,Latin,5,2025-06-25
22,Last Night,Morgan Wallen,Country,7,2025-06-25
23,Psycho,Post Malone ft. Ty Dolla $ign,Alternative,8,2025-06-25
24,Go Flex,Post Malone,Alternative,10,2025-06-25
25,Die For You,The Weeknd,R&B/Soul,14,2025-06-25
26,The Box,Roddy Ricch,Hip-Hop/Rap,6,2025-06-25
27,Late Night Talking,Harry Styles,Pop,13,2025-06-25
28,Rockstar,DaBaby ft. Roddy Ricch,Hip-Hop/Rap,12,2025-06-25
29,Anti-Hero,Taylor Swift,Pop,5,2025-06-25
30,Creep,Radiohead,Rock,5,2025-06-25
31,Circles,Post Malone,Alternative,13,2025-06-25
32,Smells Like Teen Spirit,Nirvana,Rock,5,2025-06-25
33,HUMBLE.,Kendrick Lamar,Hip-Hop/Rap,14,2025-06-25
34,Vampire,Olivia Rodrigo,Pop,6,2025-06-25
35,Hold Me Closer,Elton John & Britney Spears,Pop,12,2025-06-25
36,ETA,NewJeans,K-Pop,3,2025-06-25
37,Savage,Megan Thee Stallion,Hip-Hop/Rap,8,2025-06-25
38,Calm Down,Rema & Selena Gomez,R&B/Soul,9,2025-06-25
39,Hotel California,Eagles,Rock,11,2025-06-25
40,New Rules,Dua Lipa,Electronic/Dance,6,2025-06-25
41,Go Flex,Post Malone,Alternative,15,2025-06-25
42,Después de la Playa,Bad Bunny,Latin,9,2025-06-25
43,Essence,WizKid ft. Tems,R&B/Soul,8,2025-06-25
44,Essence,WizKid ft. Tems,R&B/Soul,14,2025-06-25
45,God's Plan,Drake,Hip-Hop/Rap,9,2025-06-25
46,Dynamite,BTS,K-Pop,6,2025-06-25
47,CUFF IT,Beyoncé,R&B/Soul,13,2025-06-25
48,Wild as Her,Corey Kent,Country,10,2025-06-25
49,Late Night Talking,Harry Styles,Pop,4,2025-06-25
50,Zombie,The Cranberries,Rock,3,2025-06-25
51,Rich Flex,Drake & 21 Savage,R&B/Soul,3,2025-06-25
52,God's Plan,Drake,Hip-Hop/Rap,1,2025-06-25
53,One Kiss,Calvin Harris & Dua Lipa,Electronic/Dance,6,2025-06-25
54,CUFF IT,Beyoncé,R&B/Soul,8,2025-06-25
55,Break My Soul,Beyoncé,Pop,2,2025-06-25
56,Go Flex,Post Malone,Alternative,5,2025-06-25
57,About Damn Time,Lizzo,Pop,4,2025-06-25
58,La Corriente,Bad Bunny & Tony Dize,Latin,4,2025-06-25
59,About Damn Time,Lizzo,Pop,6,2025-06-25
60,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,2,2025-06-25
61,La Corriente,Bad Bunny & Tony Dize,Latin,1,2025-06-25
62,IDGAF,Dua Lipa,Electronic/Dance,6,2025-06-25
63,You Proof,Morgan Wallen,Country,8,2025-06-25
64,Anti-Hero,Taylor Swift,Pop,3,2025-06-25
65,Late Night Talking,Harry Styles,Pop,1,2025-06-25
66,The Kind of Love We Make,Luke Combs,Country,3,2025-06-25
67,Ditto,NewJeans,K-Pop,1,2025-06-25
68,You Proof,Morgan Wallen,Country,5,2025-06-25
69,In Da Club,50 Cent,Hip-Hop/Rap,1,2025-06-25
70,Calm Down,Rema & Selena Gomez,R&B/Soul,6,2025-06-25
71,Blinding Lights,The Weeknd,Alternative,1,2025-06-25
72,Buy Dirt,Jordan Davis ft. Luke Bryan,Country,2,2025-06-25
73,Unholy,Sam Smith & Kim Petras,Pop,1,2025-06-25
74,Smells Like Teen Spirit,Nirvana,Rock,2,2025-06-25
75,"Going, Going, Gone",Luke Combs,Country,6,2025-06-25
76,Physical,Dua Lipa,Electronic/Dance,8,2025-06-25
77,Shirt,SZA,R&B/Soul,5,2025-06-25
78,Flowers,Miley Cyrus,Pop,4,2025-06-25
79,Stay,The Kid LAROI & Justin Bieber,Electronic/Dance,4,2025-06-25
80,Physical,Dua Lipa,Electronic/Dance,8,2025-06-25
81,The Box,Roddy Ricch,Hip-Hop/Rap,7,2025-06-25
82,Industry Baby,Lil Nas X ft. Jack Harlow,Hip-Hop/Rap,8,2025-06-25
83,WAP,Cardi B ft. Megan Thee Stallion,Hip-Hop/Rap,4,2025-06-25
84,Wild as Her,Corey Kent,Country,8,2025-06-25
85,Vampire,Olivia Rodrigo,Pop,5,2025-06-25
86,Master of Puppets,Metallica,Rock,5,2025-06-25
87,El Apagón,Bad Bunny,Latin,4,2025-06-25
88,Sunflower,Post Malone & Swae Lee,Pop,3,2025-06-25
